time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452400000	4.79052	18.9887	4.83594	3.78238	0.480708	lidar	0.714652	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
1477010452450000	4.57929	18.8379	4.91667	3.80822	0.494263	radar	1.53527	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.40838	18.7058	4.86529	3.83174	0.494539	lidar	1.06824	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.23772	18.5628	4.77123	3.84841	0.469103	radar	1.21449	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.12753	18.4083	4.65134	3.89564	0.505324	lidar	1.46914	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.9388	18.2339	4.84887	3.9358	0.558637	radar	7.08407	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.65297	18.0939	5.00981	3.90616	0.474573	lidar	3.03878	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.49681	17.9456	4.86447	3.91735	0.437286	radar	3.50934	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.2532	17.7798	4.97425	3.90869	0.392575	lidar	1.17014	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.06811	17.5947	5.07584	3.94056	0.429645	radar	2.22063	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.89329	17.4772	5.01152	3.94093	0.403736	lidar	6.18772	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.751	17.2586	5.09758	3.99925	0.480353	radar	2.68437	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.57356	17.0694	5.11298	4.01643	0.470867	lidar	0.0428559	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.41156	16.9069	4.94876	4.01422	0.408468	radar	2.36002	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.24947	16.7358	4.93537	4.02684	0.398523	lidar	0.507439	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.07037	16.5406	4.91268	4.02939	0.359234	radar	4.72863	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.9158	16.3104	4.95811	4.05793	0.372055	lidar	2.25409	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.76096	16.1353	4.88244	4.06063	0.337901	radar	0.705357	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.54682	15.9698	4.94466	4.03945	0.284807	lidar	1.48074	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.41948	15.735	5.06437	4.09128	0.362632	radar	2.36375	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.2429	15.5149	5.12451	4.09913	0.347175	lidar	0.620656	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.08025	15.3231	5.09623	4.10023	0.318266	radar	0.902756	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.857446	15.1023	5.21818	4.0838	0.271304	lidar	1.72325	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.709119	14.9241	5.10278	4.08063	0.231697	radar	2.3563	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.627089	14.7123	5.01583	4.12391	0.276243	lidar	0.874766	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.512761	14.4683	5.11571	4.16784	0.336944	radar	2.01048	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.334119	14.2437	5.18706	4.16401	0.307166	lidar	0.545206	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.20088	13.9881	5.35153	4.20192	0.364166	radar	2.39646	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.220432	13.739	5.17949	4.29229	0.467121	lidar	4.26881	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.113152	13.4956	5.24703	4.31893	0.47952	radar	0.576289	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0637692	13.2597	5.32683	4.30299	0.421137	lidar	1.19497	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.183418	13.0448	5.20114	4.30119	0.371883	radar	1.47755	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.158442	12.8238	5.04172	4.37964	0.461208	lidar	3.60046	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.272817	12.6006	4.94467	4.37536	0.407564	radar	3.26627	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.399584	12.3669	4.98907	4.3713	0.371352	lidar	0.425052	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.522897	12.1598	4.93828	4.35945	0.32081	radar	3.50745	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.597494	11.9455	4.90462	4.37756	0.324751	lidar	0.47266	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.727157	11.7163	4.92761	4.36448	0.278859	radar	2.66217	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.945578	11.4702	5.06945	4.30755	0.174746	lidar	3.92308	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.05003	11.2458	4.97937	4.30162	0.136667	radar	2.07289	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.23785	11.0198	5.06468	4.2614	0.0698443	lidar	1.70686	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.31259	10.7698	5.16982	4.3028	0.149443	radar	2.00153	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.44582	10.5137	5.23291	4.29722	0.130625	lidar	0.658855	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.53975	10.2464	5.33325	4.32295	0.173164	radar	1.38585	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.62729	10.0386	5.26003	4.33276	0.17622	lidar	2.10497	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.71528	9.80996	5.19735	4.33992	0.167714	radar	0.585435	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.77865	9.59381	5.12427	4.36009	0.185346	lidar	0.922621	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.89972	9.33629	5.24841	4.3621	0.187781	radar	2.34993	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.98142	9.03927	5.31898	4.38139	0.199843	lidar	3.91918	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.06416	8.81987	5.20161	4.38014	0.169455	radar	1.98445	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.15904	8.56774	5.22346	4.38388	0.162409	lidar	0.0619179	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.29884	8.30802	5.30177	4.36458	0.121843	radar	2.45483	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.32879	8.08159	5.20188	4.39812	0.161957	lidar	1.13148	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.38021	7.87469	5.08979	4.41361	0.169793	radar	5.53429	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.50091	7.6206	5.1577	4.39988	0.137693	lidar	0.62942	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.67348	7.38208	5.1581	4.34431	0.0229875	radar	4.87355	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.7798	7.12702	5.19735	4.34022	0.01503	lidar	0.245416	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.83002	6.89503	5.18174	4.37307	0.0801998	radar	2.00577	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.85661	6.69791	5.03278	4.40085	0.1141	lidar	2.48072	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.90605	6.48528	4.88092	4.40346	0.0857219	radar	3.39811	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.9597	6.25288	4.85744	4.41753	0.0991551	lidar	0.222651	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.08626	5.99904	4.98572	4.40144	0.0775816	radar	3.83451	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.17849	5.71843	5.08072	4.40106	0.0698717	lidar	1.92372	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.29158	5.46926	5.07833	4.37314	-0.00020726	radar	1.99645	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.39624	5.20377	5.15018	4.36589	-0.0108485	lidar	0.630978	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.45846	4.9587	5.15557	4.38766	0.0374103	radar	0.409246	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.58554	4.66956	5.29705	4.37344	0.0159146	lidar	2.00758	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.69653	4.41406	5.29816	4.34928	-0.0459152	radar	1.83517	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.84156	4.13325	5.43034	4.32904	-0.0679455	lidar	1.97179	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.91249	3.89607	5.38705	4.35276	-0.00277733	radar	1.60858	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.97864	3.67132	5.29329	4.36046	0.00515447	lidar	0.937574	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.07119	3.47669	5.16644	4.34262	-0.0417763	radar	4.02728	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.1629	3.23312	5.17018	4.3416	-0.0404682	lidar	0.0169437	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.28028	2.97437	5.23255	4.325	-0.0745756	radar	0.572304	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.37495	2.69457	5.30814	4.32825	-0.0644239	lidar	1.29136	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.45828	2.44652	5.2934	4.3394	-0.0300213	radar	0.302402	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.56627	2.17542	5.36359	4.33827	-0.0268979	lidar	0.519428	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.67316	1.95016	5.32635	4.30724	-0.112813	radar	3.79466	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.79473	1.66671	5.43525	4.3041	-0.104468	lidar	1.30091	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.91684	1.41685	5.46118	4.28798	-0.131414	radar	0.206756	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.9729	1.1957	5.33169	4.29218	-0.12649	lidar	5.38634	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.0632	0.990854	5.20925	4.29074	-0.109888	radar	1.23108	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.12143	0.768312	5.12191	4.29567	-0.103015	lidar	3.91704	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21938	0.457498	5.30502	4.30642	-0.0839974	radar	5.49153	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.29317	0.221675	5.25609	4.30943	-0.0779575	lidar	1.58993	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.40167	-0.00909274	5.19755	4.31559	-0.036067	radar	5.83085	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.47036	-0.243363	5.15699	4.32192	-0.027983	lidar	1.58194	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.5909	-0.407336	5.03362	4.28602	-0.0952897	radar	3.3487	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.72643	-0.581217	4.94241	4.25511	-0.136434	lidar	2.04028	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.84356	-0.812734	5.0561	4.22916	-0.19944	radar	5.30262	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.9403	-1.09881	5.16904	4.24638	-0.154245	lidar	1.98656	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.02788	-1.37902	5.24517	4.26557	-0.10979	radar	3.04757	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.16828	-1.58236	5.19916	4.2401	-0.141072	lidar	0.951017	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.31391	-1.824	5.3553	4.20655	-0.215503	radar	3.15119	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.42209	-2.08335	5.3903	4.21252	-0.189265	lidar	0.569611	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.57328	-2.27773	5.28488	4.18726	-0.20448	radar	3.18558	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.72568	-2.48451	5.25858	4.16286	-0.226598	lidar	0.360818	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.8827	-2.69297	5.24681	4.13922	-0.245969	radar	0.939506	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.97139	-2.97857	5.32721	4.17053	-0.177437	lidar	2.73984	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.09859	-3.20144	5.26127	4.16991	-0.154791	radar	0.385932	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.22383	-3.38845	5.18664	4.15225	-0.173018	lidar	1.40971	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.36842	-3.6441	5.2493	4.15566	-0.150673	radar	4.44734	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.53241	-3.76087	5.08673	4.09978	-0.229359	lidar	4.53743	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.67871	-3.96811	5.11665	4.08606	-0.237466	radar	0.465565	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.82996	-4.2056	5.16862	4.08592	-0.217885	lidar	0.621463	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.98082	-4.42503	5.17465	4.08075	-0.206995	radar	0.428004	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13911	-4.67305	5.24266	4.08411	-0.184087	lidar	1.26562	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27606	-4.87326	5.08873	4.08715	-0.149437	radar	2.17904	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40328	-5.09483	5.09569	4.09437	-0.127245	lidar	0.283394	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.55227	-5.25082	4.94725	4.07312	-0.142369	radar	3.21218	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.74078	-5.44866	4.98162	4.05017	-0.164964	lidar	1.87228	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.90153	-5.64418	4.98687	4.03912	-0.168881	radar	0.251815	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.05545	-5.82989	4.97309	4.02811	-0.173034	lidar	0.065242	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19644	-5.97624	4.82987	4.01126	-0.181171	radar	5.25845	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.37576	-6.06424	4.71343	3.95433	-0.254711	lidar	3.72622	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.5551	-6.24577	4.7789	3.93862	-0.260538	radar	1.18519	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.68618	-6.46794	4.81451	3.96214	-0.205789	lidar	0.849805	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.91724	-6.62295	4.95252	3.91279	-0.270041	radar	7.15434	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1208	-6.79274	4.97703	3.8888	-0.284839	lidar	0.669735	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3095	-6.95098	5.0099	3.86746	-0.297372	radar	0.81425	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5398	-7.14138	5.08816	3.84785	-0.302441	lidar	3.78068	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.751	-7.275	5.08244	3.8128	-0.332695	radar	1.61767	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9987	-7.4445	5.1538	3.78454	-0.348028	lidar	3.46484	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.189	-7.57687	5.05246	3.76406	-0.352589	radar	1.34577	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3291	-7.74202	4.99239	3.77886	-0.306438	lidar	3.28421	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5267	-7.86263	4.94173	3.75275	-0.322632	radar	1.6457	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7025	-7.96737	4.87216	3.72959	-0.334267	lidar	2.75462	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8959	-8.07388	4.7383	3.70286	-0.349758	radar	1.17786	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1075	-8.16358	4.72054	3.66549	-0.379006	lidar	0.371923	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3412	-8.29151	4.92691	3.64644	-0.375044	radar	2.91411	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5427	-8.37541	4.87924	3.61624	-0.392499	lidar	1.47458	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7493	-8.45402	4.74843	3.58195	-0.417813	radar	1.36925	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0287	-8.54687	4.83784	3.53866	-0.448749	lidar	4.2208	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2854	-8.64283	4.96432	3.5127	-0.448711	radar	2.71108	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.5039	-8.69376	4.92214	3.47541	-0.470959	lidar	1.51546	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7206	-8.72412	4.75901	3.42467	-0.520019	radar	3.16226	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9375	-8.85043	4.77044	3.43485	-0.467697	lidar	1.41956	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.198	-8.93928	4.97545	3.42506	-0.435061	radar	2.90916	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4152	-9.06793	4.96394	3.44133	-0.380673	lidar	0.960331	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6426	-9.13893	4.90302	3.4221	-0.384771	radar	0.38326	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.936	-9.12956	4.97326	3.35037	-0.459291	lidar	1.63972	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.198	-9.20096	5.01442	3.33603	-0.446249	radar	4.54551	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4582	-9.33283	5.05844	3.35687	-0.384482	lidar	5.4455	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6972	-9.36145	4.92408	3.31834	-0.425276	radar	2.06523	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9501	-9.45451	4.95122	3.32319	-0.387993	lidar	2.14327	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.2003	-9.46257	4.9034	3.27994	-0.428829	radar	2.12943	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4513	-9.45239	4.91377	3.23517	-0.461894	lidar	0.474205	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6637	-9.45581	4.82426	3.20467	-0.47799	radar	4.89742	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9513	-9.43384	4.90705	3.15581	-0.512691	lidar	1.51206	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2021	-9.50149	4.97561	3.17387	-0.438815	radar	8.07518	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.463	-9.52106	4.99657	3.15818	-0.430017	lidar	0.507617	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7203	-9.50967	4.96571	3.12354	-0.457101	radar	1.66184	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9763	-9.4737	4.98666	3.08479	-0.47926	lidar	0.177271	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.219	-9.43543	4.93668	3.0438	-0.513122	radar	0.530891	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4077	-9.49647	4.80845	3.06918	-0.442656	lidar	2.11443	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6425	-9.48962	4.85377	3.06195	-0.409948	radar	1.75698	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8933	-9.47811	4.86709	3.04651	-0.402922	lidar	0.272652	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.122	-9.44283	4.88269	3.02653	-0.395151	radar	3.88146	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3781	-9.3062	4.95457	2.94997	-0.473962	lidar	3.12278	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6116	-9.22693	4.90346	2.90234	-0.521312	radar	1.04017	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8696	-9.09174	4.98312	2.83742	-0.574434	lidar	1.14509	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1118	-8.98294	5.02966	2.79606	-0.586267	radar	4.82861	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2584	-9.15712	4.67995	2.89781	-0.411828	lidar	14.5291	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.4957	-9.12276	4.71428	2.89518	-0.379039	radar	1.56696	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7223	-9.01527	4.7486	2.85193	-0.412021	lidar	0.832905	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9651	-8.93504	4.7688	2.82395	-0.427201	radar	2.57114	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1592	-8.86777	4.70746	2.8062	-0.422047	lidar	1.06428	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.392	-8.78271	4.70892	2.77864	-0.438564	radar	1.98723	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.5786	-8.76656	4.59327	2.79027	-0.392783	lidar	1.18387	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7653	-8.63021	4.49139	2.721	-0.492702	radar	6.1058	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9681	-8.54758	4.4797	2.70233	-0.484612	lidar	0.0417454	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.178	-8.44638	4.54891	2.68875	-0.451262	radar	2.26149	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4164	-8.3346	4.61791	2.66497	-0.453138	lidar	1.51746	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6047	-8.22502	4.57234	2.63459	-0.472167	radar	0.745276	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8614	-7.9446	4.85302	2.53616	-0.571247	lidar	6.32894	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.053	-7.79019	4.80658	2.48162	-0.63682	radar	3.05993	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2852	-7.60088	4.92651	2.43909	-0.649837	lidar	2.15008	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.489	-7.46104	4.98004	2.44237	-0.564828	radar	2.13023	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6502	-7.32673	4.89976	2.42128	-0.556672	lidar	0.755518	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8447	-7.1605	4.94249	2.40243	-0.53192	radar	0.915822	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
